CLAVEGEO,"UBICACIÓN TÉCNICA",DENOMINACIÓN,SERVICIO,"ÊLTIMO ESTADO REPORTADO",ORIGEN,DESTINO,"DIÁMETRO EXTERNO (PLG) ","TIPO DE TUBERÍA","TIPO DE HIDROCARBURO","LONGITUD (KM)"
CGD0009844,PEP-NTE-PRA-EPC-008-LDD-LR023,"LDD P RINCON 23A-ESTACION 112 4""X1.896KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO RINCON 23A","ESTACION 112",4,"ACERO AL CARBON","ACEITE Y GAS",1.896
CGD0019306,PEP-SUR-BLJ-CAR-B45-LBN-DRBN4,"LBN INTkm7+290 B CRN-P CRS164 8""X4.663km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INTERCONEXION KM 7+290 BAT CRN","POZO CARDENAS SUR 164",8,"ACERO AL CARBON","GAS COMBUSTIBLE",4.663
CGD0000727,PEP-SUR-MUS-CSG-D43-OLG-D1456,"OLG CAB CACTUS 55-CAB CAC II 8""X0.821km",OLEOGASODUCTO,OPERANDO,"CABEZAL CACTUS 55","CABEZAL CACTUS II",8,"ACERO AL CARBON","ACEITE Y GAS",0.821
CGD0000362,PEP-SDC-GNE-AKB-P32-OLD-D0144,"OLD BTD-P - INT-D141 D144 14""  X 1.622KM",OLEODUCTO,"FUERA DE OPERACION TEMPORAL","BALAM-TD (PERFORACION)","INT D-141 (EK-A / INT D-140)",14,"ACERO AL CARBON","ACEITE LIGERO",1.622
CGD0014937,PEP-NTE-PRA-SNA-274-LDD-L0252,"LDD P SA 252-BSE SA II 4""x0.734KM","LINEA DE DESCARGA",OPERANDO,"POZO SAN ANDRES 252","BSE SAN ANDRES II",4,"ACERO AL CARBON",POZOLEO,0.734
CGD0019345,PEP-SUR-CPT-CPB-A07-LDD-L0539,"LDD P BLAS 539-BAT BLAS 3""X0.814 km","LINEA DE DESCARGA",OPERANDO,"POZO BLASILLO 539","BATERIA BLASILLO",3,"ACERO AL CARBON","ACEITE Y GAS",0.814
CGD0006449,PEP-NTE-BUR-PBA-416-LDD-L0093,"LDD BENAVIDES 93-E PRIMAV 2  2""X3.969KM","LINEA DE DESCARGA",OPERANDO,"POZO BENAVIDES 93","EST. PRIMAVERA 2",2,"ACERO AL CARBON","DULCE HUMEDO",3.969
CGD0017290,PEP-NTE-BUR-CUL-643-LDD-L0108,"LDD MAREOG 108-MOD MAREOG106 3""X1.514KM","LINEA DE DESCARGA",OPERANDO,"POZO MAREOGRAFO 108","MOD. MAREOG 106( E MAREOGR 1)",3,"ACERO AL CARBON","DULCE SECO",1.514
CGD0017713,PEP-NTE-PRA-FOC-114-LDD-LP117,"LDD P INT SOLIS 117-BSE SOLIS 4""X1.176KM","LINEA DE DESCARGA",OPERANDO,"INT. LDD P SOLIS 117","BATERIA SOLIS",4,"ACERO AL CARBON","ACEITE PESADO",1.176
CGD0008431,PEP-NTE-BUR-TOR-444-LDD-L0510,"LDD CUITLAHUAC 510-E CUITL 5 3""X1.408KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 510","EST. CUITLAHUAC 5",3,"ACERO AL CARBON","DULCE HUMEDO",1.408
CGD0003549,PEP-SUR-CPT-CUM-A30-LDD-L0330,"LDD P MOL 0330-CAB P MOL 110 3""X0.111 km","LINEA DE DESCARGA",OPERANDO,"POZO MOLOACAN 0330","CABEZAL POZO MOLOACAN 110",3,"ACERO AL CARBON","ACEITE Y GAS",0.111
CGD0018815,PEP-NTE-BUR-PBA-500-LDD-L0538,"LDD PALM 538 - ERG CABEZA 2 3"" X2.318 KM","LINEA DE DESCARGA",OPERANDO,"PALMITO 538","ERG CABEZA 2",3,"ACERO AL CARBON","DULCE HUMEDO",2.318
CGD0006018,PEP-NTE-BUR-TOR-444-LDD-L0636,"LDD CUITL 636 -E CUITLAHUAC 3 3""X2.488KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CUITLAHUAC 636","EST. CUITLAHUAC 3",3,"ACERO AL CARBON","DULCE HUMEDO",2.488
CGD0001477,PEP-SUR-MUS-SMA-D14-OLG-D0104,"OLG CAB MUSPAC 82-BAT MUSPAC 8""X0.980 km",OLEOGASODUCTO,OPERANDO,"CABEZAL MUSPAC 82","BATERIA DE SEPARACION MUSPAC",8,"ACERO AL CARBON","ACEITE Y GAS",0.98
CGD0011170,PEP-NTE-PRA-TAC-005-LDD-LC319,"LDD P CONST 319-BSE 10 CONST 4""X1.228 KM","LINEA DE DESCARGA",OPERANDO,"POZO CONSTITUCIONES 319","BATERIA 10 CONSTITUCIONES",4,"ACERO AL CARBON","ACEITE Y GAS",1.228
CGD0013999,PEP-NTE-PRA-POZ-238-LDD-L0108,"LDD P MA CAMACHO 108-BSE PR X 3""x2.400KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MANUEL AVILA CAMACHO 108","BSE POZA RICA X",3,"ACERO AL CARBON","ACEITE Y GAS",0.095
CGD0012755,PEP-NTE-BUR-RFC-486-LDD-L017T,"LDD MISION 17T-E MISION 1  2"" X 2.079 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MISSION 17T","EST. MISION 1(EXBAT. MISION 1)",2,"ACERO AL CARBON","DULCE HUMEDO",2.079
CGD0018063,PEP-NTE-BUR-LMA-649-LDD-L0043,"LDD MUREX 43-E-MUREX 1 3""X3.105KM","LINEA DE DESCARGA",OPERANDO,"POZO MUREX 43","EST. REC. GAS MUREX 1",3,"ACERO AL CARBON","DULCE HUMEDO",0.871
CGD0000892,PEP-SUR-CPT-CUM-A30-OLG-D0134,"OLG CAB P MOL 0210-BAT MOL2 4""X0.934 km",OLEOGASODUCTO,OPERANDO,"CABEZAL POZO MOLOACAN 210","BATERIA MOLOACAN 0002",4,"ACERO AL CARBON","ACEITE Y GAS",0.934
CGD0003030,PEP-SUR-CPT-BCN-A27-GDO-D6318,"GDO BAT SOLD A27-EX BAT NORT 20""X5.970km",GASODUCTO,"FUERA DE OPERACION DEFINITIVA","BATERIA LOS SOLDADOS 27","EXBATERIA NORTE",20,"ACERO AL CARBON","DULCE HUMEDO",5.97
CGD0018914,PEP-SUR-CPT-BCN-A23-GDO-D8306,"GDO BAT CENTRAL-COLEC CENT 4""X1.756 km",GASODUCTO,OPERANDO,"BATERIA LA CENTRAL","COLECTORA LA CENTRAL",4,"ACERO AL CARBON","GAS DULCE",1.756
CGD0000048,PEP-SDC-GSO-IYA-S01-ACD-D0104,"ACD ABK-Q/ABK-S 24""X2.240 km",ACUEDUCTO,"FUERA DE OPERACION DEFINITIVA","ABKATUN-Q (INY/PERF)","ABKATUN-S (INY/PERF)",24,"ACERO AL CARBON","NO APLICA",2.24
CGD0006289,PEP-NTE-BUR-CUL-445-LDD-L287D,"LDD CULEBRA 287D-E CULEBRA 6  3""X1.653KM","LINEA DE DESCARGA",OPERANDO,"POZO CULEBRA 287D","EST. CULEBRA 6",3,"ACERO AL CARBON","DULCE HUMEDO",1.653
CGD0008974,PEP-NTE-BUR-RFC-392-LDD-L0052,"LDD SIGMA 52 - E FUNDADOR 1 3""X2.638 Km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO SIGMA 52","EST. FUNDADOR 1",3,"ACERO AL CARBON","DULCE HUMEDO",2.638
CGD0011265,PEP-NTE-PRA-TAC-005-LDD-L237D,"LDD P CONST 237D-BSE 5 CONST 4""X0.553 KM","LINEA DE DESCARGA",OPERANDO,"POZO CONSTITUCIONES 237D","BATERIA 5 CONSTITUCIONES",4,"ACERO AL CARBON","ACEITE Y GAS",0.553
CGD0000792,PEP-SUR-CPT-MOG-A47-LIA-D0002,"LIA E02-P0141 A47 8""X1.500km","LINEA DE INYECCION DE AGUA","FUERA DE OPERACION DEFINITIVA","ESTACION 0002","POZO S MAGALLANES 0141",8,"ACERO AL CARBON","AGUA CONGENITA",1.5
CGD0006089,PEP-NTE-BUR-TOR-444-LDD-L0858,"LDD CUITL 858-ECUITLAHUAC 4 3""X5.833  KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 858","EST. CUITLAHUAC 4",3,"ACERO AL CARBON","DULCE HUMEDO",5.833
CGD0002267,PEP-SUR-CPT-BCN-A33-LBN-D0801,"LBN INJ 2"" RBN 6""-P OGA 0801 2""X0.122 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INJ 2"" RBN 6""","POZO OGARRIO 0801",2,"ACERO AL CARBON","GAS DULCE",0.122
CGD0005097,PEP-SUR-MUS-CAS-D17-LDD-L0001,"LDD P TAPIJUL 01-BAT AGAVE 10""X8.719km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO TAPIJULAPA 01","BATERIA DE SEPARACION AGAVE",10,"ACERO AL CARBON","ACEITE Y GAS",8.719
CGD0015930,PEP-NTE-BUR-PBA-442-LDD-L0244,"LDD 4 MILPAS 244-E 4 MILPAS 2 3""X3.540KM","LINEA DE DESCARGA",OPERANDO,"POZO CUATRO MILPAS 244","EST. CUATRO MILPAS 2",3,"ACERO AL CARBON","DULCE HUMEDO",3.54
CGD0013778,PEP-NTE-PRA-SNA-227-LDD-L0121,"LDD P HALLAZGO 121-BSE HZGO I 4""X0.974km","LINEA DE DESCARGA",OPERANDO,"POZO HALLAZGO 121","BSE HALLAZGO I",4,"ACERO AL CARBON",POZOLEO,0.974
CGD0004421,PEP-SUR-CPT-MOG-A47-LBN-D4795,"LBN RBN 4"" km 0+070-P 0269 2""X0.070km","LINEA DE BOMBEO NEUMATICO","FUERA DE OPERACION DEFINITIVA","RAMAL 2"" RBN 4"" KM 0+070","POZO S MAGALLANES 0269",2,"ACERO AL CARBON","GAS DULCE",0.07
CGD0018492,PEP-SUR-CPT-MOG-A33-LBN-D6014,"LBN RAM2"" RBN 2""-P OGA1421 2""X0.032 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"RAM2"" RBN 2""","POZO OGARRIO 1421",2,"ACERO AL CARBON","GAS DULCE",0.032
CGD0018472,PEP-NTE-PRA-TAC-020-LDD-L0181,"LDD COL P TAM 181(LG)-B 1 TAM 4""X2.874KM","LINEA DE DESCARGA",OPERANDO,"COLECTOR P TAMAULIPAS 181 (LG)","BATERIA 1 TAMAULIPAS",4,"ACERO AL CARBON","ACEITE PESADO",2.874
CGD0005863,PEP-NTE-BUR-CUE-433-GDO-D0268,"GDO EST CARRETAS1-ENT MOJARR 6""X1.901Km",GASODUCTO,OPERANDO,"EST. CARRETAS 1","ENT. MOJARRE?AS",6,"ACERO AL CARBON","DULCE HUMEDO",1.901
CGD0017927,PEP-NTE-PRA-EPC-008-LDD-L1129,"LDD P EBANO 1129-ESTACION M 4""X1.215 KM","LINEA DE DESCARGA",OPERANDO,"POZO EBANO 1129","ESTACION M",4,"ACERO AL CARBON","ACEITE Y GAS",1.215
CGD0004848,PEP-SUR-BLJ-JTE-C77-LDD-L0065,"LDD P JUJO 65-CAB JUJO 47 8""X1.787 km","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO JUJO 65","CABEZAL PERIFERICO JUJO 47",8,"ACERO AL CARBON","ACEITE Y GAS",1.787
CGD0008030,PEP-NTE-BUR-RFC-428-LDD-L0038,"LDD CA?ON 38-I CA?ON 18 3"" X 0.064KM","LINEA DE DESCARGA",OPERANDO,"POZO CA?ON 38","INT. LDD CA?ON 18(E CA?ON 1)",3,"ACERO AL CARBON","DULCE HUMEDO",0.064
CGD0009771,PEP-NTE-PRA-EPC-008-LDD-LD065,"LDD P DICHA OR 65-EST EBANO 3 4""X1.000KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO DICHA ORIENTAL 65","ESTACION EBANO 3",4,"ACERO AL CARBON","ACEITE Y GAS",1
CGD0004850,PEP-SUR-BLJ-JTE-C77-LDD-L0069,"LDD P JUJO 69-CAB JUJO 47 8""X1.770 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO JUJO 69","CABEZAL PERIFERICO JUJO 47",8,"ACERO AL CARBON","ACEITE Y GAS",1.77
CGD0011643,PEP-NTE-PRA-TAC-020-LDD-LT783,"LDD P TAMPS 783-PLAT TAMPS 96 4""X0.040KM","LINEA DE DESCARGA",OPERANDO,"POZO TAMAULIPAS 783","PLATAFORMA TAMAULIPAS 96",4,"ACERO AL CARBON","ACEITE Y GAS",0.04
CGD0007262,PEP-NTE-BUR-LMA-560-LDD-L2059,"LDD VELERO 2059 - E EMU 1  3"" X5.588  KM","LINEA DE DESCARGA",OPERANDO,"POZO VELERO 2059","EST. EMU 1",3,"ACERO AL CARBON","DULCE SECO",5.588
CGD0018388,PEP-SUR-MAC-JCO-C45-LDD-L0015,"LDD P SHISHIT 15-BAT SHISHIT 3""X0.723 km","LINEA DE DESCARGA",OPERANDO,"POZO SHISHITO 15","BATERIA SHISHITO",3,"ACERO AL CARBON","ACEITE Y GAS",0.723
CGD0007838,PEP-NTE-BUR-TOR-444-LDD-L0962,"LDD CUITL 962 -E CUITLAHUAC 7 3""X3.551KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 962","EST. CUITLAHUAC 7",3,"ACERO AL CARBON","DULCE HUMEDO",3.551
CGD0015757,PEP-NTE-VER-BM1-712-LDD-L0036,"LDD P MATAP 36-COL MATAP III 4 x1.108Km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MATAPIONCHE 36","COL MATAPIONCHE III",4,"ACERO AL CARBON","NO APLICA",1.108
CGD0004707,PEP-SUR-CPT-MOG-A47-LIA-D4430,"LIA E12-P0352 A47 3""X0.400km","LINEA DE INYECCION DE AGUA","FUERA DE OPERACION DEFINITIVA","ESTACION 0012","POZO S MAGALLANES 0352",3,"ACERO AL CARBON","AGUA CONGENITA",0.4
CGD0017355,PEP-NTE-BUR-CUL-643-LDD-L0115,"LDD MAREOGRAF115-MD MAREOGR106 3X4.716KM","LINEA DE DESCARGA",OPERANDO,"POZO MAREOGRAFO 115","MOD.MAREOGRAFO 106(EST.MAREO1)",3,"ACERO AL CARBON","DULCE SECO",4.716
CGD0018493,PEP-SUR-CPT-MOG-A33-LBN-D6015,"LBN RAM2"" RBN 3""-P OGA1415 2""X0.033 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"RAM2"" RBN 3""","POZO OGARRIO 1415",2,"ACERO AL CARBON","GAS DULCE",0.033
CGD0018225,PEP-NTE-PRA-POZ-270-LBN-DTHKB,"LBN T H(PR226)-T K(PR91) ""B"" 12""x6.187KM","LINEA DE BOMBEO NEUMATICO",OPERANDO,"TRAMPA H (POZA RICA 226)","TRAMPA K (POZA RICA 91)",12,"ACERO AL CARBON",SECO,6.187
CGD0000202,PEP-SDC-GSO-CPL-S30-OLG-D0261,"OLG SINAN-NE / INT ENL-UECH A 10""X 6.015",OLEOGASODUCTO,OPERANDO,"SINAN NE","INT. ENLACE - UECH A",10,"ACERO AL CARBON","ACEITE Y GAS",5.589
CGD0018698,PEP-NTE-PRA-TAC-005-LDD-L4106,"LDD PLAT CON 106(LM)-BS 1 CON 4""X0.881KM","LINEA DE DESCARGA",OPERANDO,"PLATAF CONSTITUCIONES 106 (LM)","BATERIA 1 CONSTITUCIONES",4,"ACERO AL CARBON","ACEITE PESADO",0.881
CGD0007237,PEP-NTE-BUR-RFC-379-LDD-L0016,"LDD SULTAN 16 - E SULTAN 1  3""X4.172  KM","LINEA DE DESCARGA",OPERANDO,"POZO SULTAN 16","EST. SULTAN 1",3,"ACERO AL CARBON","DULCE HUMEDO",4.172
CGD0010223,PEP-NTE-PRA-EPC-014-LDD-LM061,"LDD P LAG MILPA 61-EST TANANT 4""X1.100KM","LINEA DE DESCARGA",OPERANDO,"POZO LAGUNA DE LA MILPA 61","ESTACION TANANTORO",4,"FIBRA DE VIDRIO","ACEITE Y GAS",1.1
CGD0017185,PEP-NTE-BUR-CUL-408-LDD-L0394,"LDD ARCABUZ 394-E ARCABUZ7 3"" X1.475 KM","LINEA DE DESCARGA",OPERANDO,"POZO ARCABUZ 394","EST. ARCABUZ 7",3,"ACERO AL CARBON","DULCE SECO",1.475
CGD0016439,PEP-NTE-BUR-PBA-500-LDD-L0404,"LDD PALMITO 404-I PALMITO 527 3""X1.643Km","LINEA DE DESCARGA",OPERANDO,"POZO PALMITO 404","INT. PALMITO 527 (E PALMITO 1)",3,"ACERO AL CARBON","DULCE HUMEDO",1.643
CGD0014061,PEP-NTE-PRA-POZ-241-OLG-D3556,"OLG K REC MECAT 41-BSE PR X 4""x1.306KM",OLEOGASODUCTO,OPERANDO,"K REC MECATEPEC 41","BSE PR X LINEA PROD GRAL NO.2",4,"ACERO AL CARBON",POZOLEO,1.306
CGD0006790,PEP-NTE-BUR-PBA-416-LDD-L0035,"LDD BENAVIDES 35-E SAN BER1 3""X2.250KM","LINEA DE DESCARGA",OPERANDO,"POZO BENAVIDES 35","EST. SAN BERNARDO 1",3,"ACERO AL CARBON","DULCE HUMEDO",2.25
CGD0000166,PEP-SDC-GNE-NHA-P04-GDO-D0258,"GDO INT 0238-PP AK R 12""x0.14 KM D0258",GASODUCTO,"FUERA DE OPERACION TEMPORAL","INT 0238","PP AK R",12,"ACERO AL CARBON","GAS DULCE",0.14
CGD0015803,PEP-NTE-VER-BM1-713-LDD-L0073,"LDD P MECAY 73-ERG MECAY 2,3 x2.016Km","LINEA DE DESCARGA",OPERANDO,"POZO MECAYUCAN 73","ERG MECAYUCAN",2,"ACERO AL CARBON","GAS AMARGO",2.016
CGD0008458,PEP-NTE-BUR-PBA-442-LDD-L0139,"LDD 4 MILPAS 139 -E 4MILPAS 2 3""X3.537KM","LINEA DE DESCARGA",OPERANDO,"POZO CUATRO MILPAS 139","EST. CUATRO MILPAS 2",3,"ACERO AL CARBON","DULCE HUMEDO",3.537
CGD0000436,PEP-SDC-GNT-BUR-750-GDO-D1093,"GDO COM SIE - CEN MED KM19 22""X 32.729Km",GASODUCTO,OPERANDO,"PTA. SIERRITA-CUERVITO","CENTRAL DE MEDICION KM 19",22,"ACERO AL CARBON","DULCE HUMEDO",32.729
CGD0006774,PEP-NTE-BUR-TOR-437-LDD-L0030,"LDD COMITAS 30 -E COMITAS 1 3"" X 1.589KM","LINEA DE DESCARGA",OPERANDO,"POZO COMITAS 30","EST. COMITAS 1",3,"ACERO AL CARBON","DULCE HUMEDO",1.589
CGD0019111,PEP-NTE-BUR-NEJ-603-LDD-L0128,"LDD NEJO 128 - E NEJO 3 3""X4.580KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 128","EST. NEJO 3",3,"ACERO AL CARBON","DULCE HUMEDO",4.58
CGD0005346,PEP-SUR-SML-CUN-D46-LBN-D0416,"LBN INT P CUN 33-INT P CUN23 8""X0.873 km","LINEA DE BOMBEO NEUMATICO","FUERA DE OPERACION DEFINITIVA","INT. POZO  CUNDUACAN 33","INT. POZO CUNDUACAN 23",8,"ACERO AL CARBON",SECO,0.873
CGD0003514,PEP-SUR-CPT-CUM-A30-LDD-L0664,"LDD P MOL 0664-CAB P MOL 106A 3""X0.019km","LINEA DE DESCARGA",OPERANDO,"POZO MOLOACAN 0664","CABEZAL POZO MOLOACAN 106A",3,"ACERO AL CARBON","ACEITE Y GAS",0.019
CGD0018361,PEP-SUR-CPT-BCN-A33-LBN-D0707,"LBN INJ 2"" RBN 2"" -P OGA 707 2""X0.423 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INJ 2"" RBN 2""","POZO OGARRIO 707",2,"ACERO AL CARBON","GAS DULCE",0.423
CGD0019523,PEP-NTE-BUR-TOR-444-LDD-LP394,"LDD CUITLA 394-ERG CUITLA 8 3"" X2.937KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 394","ERG CUITLAHUAC 8",3,"FLEXIBLE CON REFUERZO DE FIBRA","DULCE HUMEDO",2.937
CGD0009283,PEP-NTE-BUR-RFC-586-LDD-L0022,"LDD FUNDADOR 22-E. FUNDADOR 1 3""x1.105Km","LINEA DE DESCARGA",OPERANDO,"POZO FUNDADOR 22","EST. FUNDADOR 1",3,"ACERO AL CARBON","DULCE HUMEDO",1.105
CGD0007479,PEP-NTE-BUR-LMA-503-LDD-L0346,"LDD PANDURA 346-E PANDURA 2  3""X2.955 KM","LINEA DE DESCARGA",OPERANDO,"POZO PANDURA 346","EST. PANDURA 2",3,"ACERO AL CARBON","DULCE SECO",2.955
CGD0016217,PEP-SUR-MUS-CAS-D01-LDD-L052A,"LDD P AGAVE 52A-BAT AGAVE 4""X0.699 km","LINEA DE DESCARGA",OPERANDO,"POZO AGAVE 52A","BAT. AGAVE",4,"ACERO AL CARBON","ACEITE Y GAS",0.699
CGD0006253,PEP-NTE-BUR-LMA-439-LDD-L0629,"LDD CORINDON 629-E CORIN 2  3"" X 4.682KM","LINEA DE DESCARGA",OPERANDO,"POZO CORINDON 629","EST. CORINDON 2",3,"ACERO AL CARBON","DULCE SECO",4.682
CGD0015317,PEP-NTE-ATG-TAJ-282-LDD-L0331,"LDD P TAJ 331-BSE TAJ III 4"" x0.874KM","LINEA DE DESCARGA",OPERANDO,"POZO TAJIN 331","BSE TAJIN III",4,"ACERO AL CARBON","ACEITE PESADO",0.874
CGD0002536,PEP-SUR-BLJ-GPC-B58-OLG-D0003,"OLG CAB AYP - BAT TIN 8""X3.149 km",OLEOGASODUCTO,OPERANDO,"CABEZAL PERIFERICO AYAPA","BATERIA TINTAL",8,"ACERO AL CARBON","ACEITE Y GAS",3.149
CGD0002646,PEP-SUR-MAC-JCO-C10-LDD-L027I,"LDD P CHILAP 27I-ER CHILAP 3""X1.567 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CHILAPILLA 27I","EST. REC. CHILAPILLA",3,"ACERO AL CARBON","DULCE HUMEDO",1.567
CGD0010192,PEP-NTE-PRA-EPC-014-LDD-LC087,"LDD P CORONA87-P CO159-E SAL 8""X0.025Km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CORONA 87","POZO CORONA159-E.SALVASUCHIL",8,"ACERO AL CARBON","ACEITE Y GAS",0.025
CGD0019177,PEP-NTE-BUR-NEJ-603-LDD-L0176,"LDD NEJO 176-MD NEJO 100 3""X0.790KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 176","MOD. NEJO 100",3,"ACERO AL CARBON","DULCE HUMEDO",0.79
CGD0006800,PEP-NTE-BUR-RFC-428-LDD-L0022,"LDD CA?ON 22 - E CA?ON 1 3"" X 3.279  KM","LINEA DE DESCARGA",OPERANDO,"POZO CA?ON 22","EST. CA?ON 1",3,"ACERO AL CARBON","DULCE HUMEDO",3.279
CGD0017467,PEP-NTE-BUR-RFC-598-LDD-L0035,"LDD ECATL 35 - MD ECATL 1 3"" X1.739 km","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO ECATL 35","MOD. ECATL 1",3,"ACERO AL CARBON","DULCE HUMEDO",1.739
CGD0016286,PEP-SUR-CPT-MOG-A46-LDD-L0509,"LDD P SNR 509-CAB P SNR 43 3""X0.503 km","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO SAN RAMON 509","CABEZAL SAN RAMON 43",3,"ACERO AL CARBON",ISTMO,0.503
CGD0017100,PEP-NTE-ATG-AGF-175-OLG-DM114,"OLG MP AF 114-BSE AF III 6"" x2.903KM",OLEOGASODUCTO,OPERANDO,"MACROPERA AGUA FRIA 114","BSE AGUA FRIA III",6,"ACERO AL CARBON","GAS DULCE",2.903
CGD0012122,PEP-NTE-BUR-LMA-409-LDD-L0015,"LDD ARCOS 15 - E ARCOS 1  3"" X 1.776 KM","LINEA DE DESCARGA",OPERANDO,"POZO ARCOS 15","EST. ARCOS 1",3,"ACERO AL CARBON","DULCE SECO",1.776
CGD0004989,PEP-SUR-BLJ-JTE-C79-LDD-L0167,"LDD P TEC 167-BAT TEC 10""X3.744 km","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO TECOMINOACAN 167","BATERIA TECOMINOACAN",10,"ACERO AL CARBON","ACEITE Y GAS",3.744
CGD0007495,PEP-NTE-BUR-CUL-408-LDD-L0297,"LDD ARCABUZ 297-E RODEO 1  3"" X 2.359 KM","LINEA DE DESCARGA",OPERANDO,"POZO ARCABUZ 297","EST. RODEO 1",3,"ACERO AL CARBON","DULCE HUMEDO",2.359
CGD0001688,PEP-SUR-CPT-BCN-A58-OLG-DBC01,"OLG CAB GUA 01-CAB ARR PTO 17 8""X1.476km",OLEOGASODUCTO,OPERANDO,"CABEZAL DEL POZO GUA 0001","CABEZAL DEL POZO ARRO PTO 0017",8,"ACERO AL CARBON",ISTMO,1.476
CGD0014620,PEP-NTE-ATG-TAJ-27B-LDD-L0405,"LDD P ALEM 405-BSE PR XVIII 4"" x2.095KM","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO PRESIDENTE ALEMAN 405","BSE POZA RICA XVIII",4,"ACERO AL CARBON","ACEITE PESADO",1.394
CGD0016927,PEP-SUR-CPT-MOG-A47-LDD-L0253,"LDD P SMAG 0253-BAT SMAG 4 3""X0.315 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO S MAGALLANES 0253","BATERIA S MAGALLANES 4",3,"ACERO AL CARBON","NO APLICA",0.315
CGD0013305,PEP-NTE-BUR-TOR-444-LDD-L0692,"LDD CUITL 692 -E CUITLAHUAC 2 4""X4.192KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CUITLAHUAC 692","EST. CUITLAHUAC 2",4,"ACERO AL CARBON","DULCE HUMEDO",4.192
CGD0009025,PEP-NTE-BUR-CUE-539-LDD-L0210,"LDD STA ANITA 210-EST SANITA1 3X6.219KM","LINEA DE DESCARGA",OPERANDO,"POZO SANTA ANITA 210","EST. STA. ANITA 1",3,"ACERO AL CARBON","DULCE HUMEDO",6.219
CGD0002383,PEP-SUR-BLJ-CAR-B45-OLG-DC009,"OLG CAB CRD 111-BAT CRN 16""X2.632 km",OLEOGASODUCTO,OPERANDO,"CABEZAL PERIFERICO CARD 111","BATERIA CARDENAS NORTE",16,"ACERO AL CARBON","ACEITE Y GAS",2.632
CGD0012852,PEP-NTE-BUR-RFC-488-LDD-L008C,"LDD MTY 8C - E MONTERREY 1  2""X0.872  KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MONTERREY 8C","EST. MONTERREY 1",2,"ACERO AL CARBON","NO APLICA",0.872
CGD0017296,PEP-NTE-BUR-PBA-442-LDD-L0178,"LDD 4MILPAS 178-MD 4MILPAS180 3""X1.635KM","LINEA DE DESCARGA",OPERANDO,"POZO CUATRO MILPAS 178","MOD CUATRO MILPAS180 (E BEN 3)",3,"ACERO AL CARBON","DULCE HUMEDO",1.635
CGD0006065,PEP-NTE-BUR-LMA-409-LDD-L0118,"LDD ARCOS 118 - E ARCOS 3 3"" X 5.062 KM","LINEA DE DESCARGA",OPERANDO,"POZO ARCOS 118","EST. ARCOS 3",3,"ACERO AL CARBON","DULCE SECO",5.062
CGD0018264,PEP-NTE-BUR-TOR-437-LDD-L0084,"LDD COMIT 84-M COMIT 91 3""X0.445KM","LINEA DE DESCARGA",OPERANDO,"COMITAS 84","MOD. REC. GAS COMITAS 91",3,"ACERO AL CARBON","DULCE HUMEDO",0.445
CGD0016199,PEP-SDC-GNT-VER-750-GDO-D0014,"GDO EMC CAUCHY-EST. ARROYO C.16""X1.211KM",GASODUCTO,OPERANDO,"EMC CAUCHY","INJ GDO 30""  CDPEMEX-VTA(A.C.)",16,"ACERO AL CARBON","DULCE SECO",1.211
